Name,Prices,ratings,Description
"APPLE iPhone 12 Pro Max (Graphite, 512 GB)","₹1,49,900",4.6,"512 GB ROM17.02 cm (6.7 inch) Super Retina XDR Display12MP + 12MP + 12MP | 12MP Front CameraA14 Bionic Chip with Next Generation Neural Engine ProcessorCeramic Shield | Industry-leading IP68 Water ResistanceAll Screen OLED DisplayLiDAR Scanner for Improved AR Experiences, Night Mode PortraitsBrand Warranty for 1 Year"
"APPLE iPhone 12 Pro (Graphite, 128 GB)","₹1,09,900",4.6,"128 GB ROM15.49 cm (6.1 inch) Super Retina XDR Display12MP + 12MP + 12MP | 12MP Front CameraA14 Bionic Chip with Next Generation Neural Engine ProcessorCeramic Shield | Industry-leading IP68 Water ResistanceAll Screen OLED DisplayLiDAR Scanner for Improved AR Experiences, Night Mode PortraitsBrand Warranty for 1 Year"
"APPLE iPhone 12 Pro Max (Graphite, 128 GB)","₹1,19,900",4.6,"128 GB ROM17.02 cm (6.7 inch) Super Retina XDR Display12MP + 12MP + 12MP | 12MP Front CameraA14 Bionic Chip with Next Generation Neural Engine ProcessorCeramic Shield | Industry-leading IP68 Water ResistanceAll Screen OLED DisplayLiDAR Scanner for Improved AR Experiences, Night Mode PortraitsBrand Warranty for 1 Year"
"APPLE iPhone 13 Pro Max (Silver, 512 GB)","₹1,59,900",4.8,512 GB ROM17.02 cm (6.7 inch) Super Retina XDR Display12MP + 12MP + 12MP | 12MP Front CameraA15 Bionic Chip ProcessorBrand Warranty for 1 Year
"Apple iPhone 11 (Purple, 128 GB) (Includes EarPods, Power Adapter)","₹54,900",4.6,128 GB ROM15.49 cm (6.1 inch) Liquid Retina HD Display12MP + 12MP | 12MP Front CameraA13 Bionic Chip ProcessorBrand Warranty for 1 Year
"Apple iPhone 11 (Yellow, 64 GB) (Includes EarPods, Power Adapter)","₹49,900",4.6,64 GB ROM15.49 cm (6.1 inch) Liquid Retina HD Display12MP + 12MP | 12MP Front CameraA13 Bionic Chip ProcessorBrand Warranty for 1 Year
"Apple iPhone XR (Black, 256 GB) (Includes EarPods, Power Adapter)","₹91,900",4.6,256 GB ROM15.49 cm (6.1 inch) Display12MP Rear Camera | 7MP Front CameraA12 Bionic Chip ProcessorBrand Warranty of 1 Year
"APPLE iPhone 11 (White, 64 GB)","₹49,900",4.6,64 GB ROM15.49 cm (6.1 inch) Liquid Retina HD Display12MP + 12MP | 12MP Front CameraA13 Bionic Chip ProcessorBrand Warranty of 1 Year
"APPLE iPhone 12 Pro Max (Silver, 256 GB)","₹1,29,900",4.6,"256 GB ROM17.02 cm (6.7 inch) Super Retina XDR Display12MP + 12MP + 12MP | 12MP Front CameraA14 Bionic Chip with Next Generation Neural Engine ProcessorCeramic Shield | Industry-leading IP68 Water ResistanceAll Screen OLED DisplayLiDAR Scanner for Improved AR Experiences, Night Mode PortraitsBrand Warranty for 1 Year"
"APPLE iPhone 13 Pro (Graphite, 1 TB)","₹1,69,900",4.8,1 TB ROM15.49 cm (6.1 inch) Super Retina XDR Display12MP + 12MP + 12MP | 12MP Front CameraA15 Bionic Chip ProcessorBrand Warranty for 1 Year
"APPLE iPhone 11 Pro Max (Space Grey, 256 GB)","₹1,31,900",4.7,256 GB ROM16.51 cm (6.5 inch) Super Retina XDR Display12MP + 12MP + 12MP | 12MP Front CameraA13 Bionic Chip ProcessorBrand Warranty for 1 Year
"Apple iPhone XR (Blue, 128 GB) (Includes EarPods, Power Adapter)","₹52,900",4.6,128 GB ROM15.49 cm (6.1 inch) Display12MP Rear Camera | 7MP Front CameraA12 Bionic Chip ProcessoriOS 13 CompatibleBrand Warranty of 1 Year
"APPLE iPhone 13 Mini (Pink, 256 GB)","₹79,900",4.7,256 GB ROM13.72 cm (5.4 inch) Super Retina XDR Display12MP + 12MP | 12MP Front CameraA15 Bionic Chip ProcessorBrand Warranty for 1 Year
"APPLE iPhone 12 Pro Max (Graphite, 256 GB)","₹1,29,900",4.6,"256 GB ROM17.02 cm (6.7 inch) Super Retina XDR Display12MP + 12MP + 12MP | 12MP Front CameraA14 Bionic Chip with Next Generation Neural Engine ProcessorCeramic Shield | Industry-leading IP68 Water ResistanceAll Screen OLED DisplayLiDAR Scanner for Improved AR Experiences, Night Mode PortraitsBrand Warranty for 1 Year"
"APPLE iPhone 13 Mini (Starlight, 256 GB)","₹79,900",4.7,256 GB ROM13.72 cm (5.4 inch) Super Retina XDR Display12MP + 12MP | 12MP Front CameraA15 Bionic Chip ProcessorBrand Warranty for 1 Year
"APPLE iPhone XS (Silver, 256 GB)","₹1,03,900",4.7,256 GB ROM14.73 cm (5.8 inch) Super Retina HD Display12MP + 12MP | 7MP Front CameraA12 Bionic Chip Processor1 Year Limited Warranty for Products and Accessories
"APPLE iPhone 13 Mini (Midnight, 128 GB)","₹69,900",4.7,128 GB ROM13.72 cm (5.4 inch) Super Retina XDR Display12MP + 12MP | 12MP Front CameraA15 Bionic Chip ProcessorBrand Warranty for 1 Year
"APPLE iPhone 13 Pro (Gold, 1 TB)","₹1,69,900",4.8,1 TB ROM15.49 cm (6.1 inch) Super Retina XDR Display12MP + 12MP + 12MP | 12MP Front CameraA15 Bionic Chip ProcessorBrand Warranty for 1 Year
"APPLE iPhone 11 Pro Max (Gold, 64 GB)","₹1,17,100",4.7,64 GB ROM16.51 cm (6.5 inch) Super Retina XDR Display12MP + 12MP + 12MP | 12MP Front CameraA13 Bionic Chip ProcessorBrand Warranty for 1 Year
"APPLE iPhone 6 (Silver, 16 GB)","₹36,990",4.4,16 GB ROM11.94 cm (4.7 inch) Retina HD Display8MP Rear Camera | 1.2MP Front CameraApple A8 64-bit processor and M8 Motion Co-processor1 Year Manufacturer Warranty
"APPLE iPhone 12 (Purple, 256 GB)","₹74,999",4.7,"256 GB ROM15.49 cm (6.1 inch) Super Retina XDR Display12MP + 12MP | 12MP Front CameraA14 Bionic Chip with Next Generation Neural Engine ProcessorCeramic ShieldIndustry-leading IP68 Water ResistanceAll Screen OLED Display12MP TrueDepth Front Camera with Night Mode, 4K Dolby Vision HDR RecordingBrand Warranty for 1 Year"
"APPLE iPhone XR (Coral, 64 GB)","₹47,900",4.6,64 GB ROM15.49 cm (6.1 inch) Display12MP Rear Camera | 7MP Front CameraA12 Bionic Chip ProcessorBrand Warranty of 1 Year
"APPLE iPhone XR (Coral, 128 GB)","₹52,900",4.6,"128 GB ROM15.49 cm (6.1 inch) Display12MP Rear Camera | 7MP Front CameraA12 Bionic Chip ProcessorWater and Dust Resistant (1 meter for Upto 30 minutes, IP67)Face ID for Secure AuthenticationFast-charge CapableBrand Warranty of 1 Year"
"APPLE iPhone 11 (Yellow, 128 GB)","₹54,900",4.6,128 GB ROM15.49 cm (6.1 inch) Liquid Retina HD Display12MP + 12MP | 12MP Front CameraA13 Bionic Chip ProcessorBrand Warranty of 1 Year
"APPLE iPhone 11 (Red, 128 GB)","₹54,900",4.6,128 GB ROM15.49 cm (6.1 inch) Liquid Retina HD Display12MP + 12MP | 12MP Front CameraA13 Bionic Chip ProcessorBrand Warranty of 1 Year
"APPLE iPhone 11 (Black, 256 GB)","₹64,900",4.6,256 GB ROM15.49 cm (6.1 inch) Liquid Retina HD Display12MP + 12MP | 12MP Front CameraA13 Bionic Chip ProcessorBrand Warranty of 1 Year
"APPLE iPhone 13 Pro (Graphite, 512 GB)","₹1,49,900",4.8,512 GB ROM15.49 cm (6.1 inch) Super Retina XDR Display12MP + 12MP + 12MP | 12MP Front CameraA15 Bionic Chip ProcessorBrand Warranty for 1 Year
"Apple iPhone XR (Coral, 64 GB) (Includes EarPods, Power Adapter)","₹47,900",4.6,64 GB ROM15.49 cm (6.1 inch) Display12MP Rear Camera | 7MP Front CameraA12 Bionic Chip ProcessoriOS 13 CompatibleBrand Warranty of 1 Year
"APPLE iPhone XS (Space Grey, 256 GB)","₹1,03,900",4.7,256 GB ROM14.73 cm (5.8 inch) Super Retina HD Display12MP + 12MP | 7MP Front CameraA12 Bionic Chip Processor1 Year Limited Warranty for Products and Accessories
"Apple iPhone SE (Red, 256 GB) (Includes EarPods, Power Adapter)","₹44,999",4.5,"256 GB ROM11.94 cm (4.7 inch) Retina HD Display12MP Rear Camera | 7MP Front CameraA13 Bionic Chip with 3rd Gen Neural Engine ProcessorWater and Dust Resistant (1 meter for Upto 30 minutes, IP67)Fast Charge CapableWireless charging (Works with Qi Chargers | Qi Chargers are Sold SeparatelyBrand Warranty for 1 Year"
"APPLE iPhone 13 Pro Max (Graphite, 1 TB)","₹1,79,900",4.8,1 TB ROM17.02 cm (6.7 inch) Super Retina XDR Display12MP + 12MP + 12MP | 12MP Front CameraA15 Bionic Chip ProcessorBrand Warranty for 1 Year
"Apple iPhone 11 (Red, 128 GB) (Includes EarPods, Power Adapter)","₹54,900",4.6,128 GB ROM15.49 cm (6.1 inch) Liquid Retina HD Display12MP + 12MP | 12MP Front CameraA13 Bionic Chip ProcessorBrand Warranty for 1 Year
"Apple iPhone 11 (Black, 256 GB) (Includes EarPods, Power Adapter)","₹64,900",4.6,256 GB ROM15.49 cm (6.1 inch) Liquid Retina HD Display12MP + 12MP | 12MP Front CameraA13 Bionic Chip ProcessorBrand Warranty for 1 Year
"Apple iPhone 11 (Purple, 64 GB) (Includes EarPods, Power Adapter)","₹49,900",4.6,64 GB ROM15.49 cm (6.1 inch) Liquid Retina HD Display12MP + 12MP | 12MP Front CameraA13 Bionic Chip ProcessorBrand Warranty for 1 Year
"APPLE iPhone 6 (Space Grey, 64 GB)","₹44,999",4.4,64 GB ROM11.94 cm (4.7 inch) Retina HD Display8MP Rear Camera | 1.2MP Front CameraA8 Chip with 64-bit Architecture and M8 Motion Co-processor1 Year Manufacturer Warranty
"APPLE iPhone 13 Mini ((PRODUCT)RED, 512 GB)","₹99,900",4.7,512 GB ROM13.72 cm (5.4 inch) Super Retina XDR Display12MP + 12MP | 12MP Front CameraA15 Bionic Chip ProcessorBrand Warranty for 1 Year
"APPLE iPhone 11 (Purple, 256 GB)","₹64,900",4.6,256 GB ROM15.49 cm (6.1 inch) Liquid Retina HD Display12MP + 12MP | 12MP Front CameraA13 Bionic Chip ProcessorBrand Warranty of 1 Year
"APPLE iPhone 13 Mini (Midnight, 256 GB)","₹79,900",4.7,256 GB ROM13.72 cm (5.4 inch) Super Retina XDR Display12MP + 12MP | 12MP Front CameraA15 Bionic Chip ProcessorBrand Warranty for 1 Year
"Apple iPhone XR (White, 128 GB) (Includes EarPods, Power Adapter)","₹52,900",4.6,128 GB ROM15.49 cm (6.1 inch) Display12MP Rear Camera | 7MP Front CameraA12 Bionic Chip ProcessoriOS 13 CompatibleBrand Warranty of 1 Year
"APPLE iPhone 11 Pro (Midnight Green, 512 GB)","₹1,17,900",4.6,512 GB ROM14.73 cm (5.8 inch) Super Retina XDR Display12MP + 12MP + 12MP | 12MP Front CameraA13 Bionic Chip ProcessorBrand Warranty for 1 Year
"APPLE iPhone XR ((PRODUCT)RED, 64 GB)","₹47,900",4.6,"64 GB ROM15.49 cm (6.1 inch) Display12MP Rear Camera | 7MP Front CameraA12 Bionic Chip ProcessorWater and Dust Resistant (1 meter for Upto 30 minutes, IP67)Face ID for Secure AuthenticationFast-charge CapableBrand Warranty of 1 Year"
"APPLE iPhone XR (Yellow, 128 GB)","₹52,900",4.6,"128 GB ROM15.49 cm (6.1 inch) Display12MP Rear Camera | 7MP Front CameraA12 Bionic Chip ProcessorWater and Dust Resistant (1 meter for Upto 30 minutes, IP67)Face ID for Secure AuthenticationFast-charge CapableBrand Warranty of 1 Year"
"APPLE iPhone 8 Plus (Gold, 64 GB)","₹49,900",4.6,"64 GB ROM13.97 cm (5.5 inch) Retina HD Display12MP + 12MP | 7MP Front CameraA11 Bionic Chip with 64-bit Architecture, Neural Engine, Embedded M11 Motion Coprocessor ProcessorBrand Warranty of 1 Year"
"APPLE iPhone 8 (Gold, 64 GB)","₹38,999",4.5,"64 GB ROM11.94 cm (4.7 inch) Retina HD Display12MP Rear Camera | 7MP Front CameraA11 Bionic Chip with 64-bit Architecture, Neural Engine, Embedded M11 Motion Coprocessor ProcessoriOS 13 CompatibleBrand Warranty of 1 Year"
"APPLE iPhone 8 Plus (Silver, 256 GB)","₹84,900",4.6,"256 GB ROM13.97 cm (5.5 inch) Retina HD Display12MP + 12MP | 7MP Front CameraA11 Bionic Chip with 64-bit Architecture, Neural Engine, Embedded M11 Motion Coprocessor ProcessorBrand Warranty of 1 Year"
"APPLE iPhone 6s Plus (Rose Gold, 32 GB)","₹34,900",4.4,32 GB ROM13.97 cm (5.5 inch) Retina HD Display12MP Rear Camera | 5MP Front CameraApple A9 64-bit processor and Embedded M9 Motion Co-processorBrand Warranty of 1 Year
"APPLE iPhone 8 Plus (Silver, 64 GB)","₹49,900",4.6,"64 GB ROM13.97 cm (5.5 inch) Retina HD Display12MP + 12MP | 7MP Front CameraA11 Bionic Chip with 64-bit Architecture, Neural Engine, Embedded M11 Motion Coprocessor ProcessorBrand Warranty of 1 Year"
"Apple iPhone SE (White, 256 GB) (Includes EarPods, Power Adapter)","₹44,999",4.5,"256 GB ROM11.94 cm (4.7 inch) Retina HD Display12MP Rear Camera | 7MP Front CameraA13 Bionic Chip with 3rd Gen Neural Engine ProcessorWater and Dust Resistant (1 meter for Upto 30 minutes, IP67)Fast Charge CapableWireless charging (Works with Qi Chargers | Qi Chargers are Sold SeparatelyBrand Warranty for 1 Year"
"APPLE iPhone 13 Pro Max (Sierra Blue, 256 GB)","₹1,39,900",4.8,256 GB ROM17.02 cm (6.7 inch) Super Retina XDR Display12MP + 12MP + 12MP | 12MP Front CameraA15 Bionic Chip ProcessorBrand Warranty for 1 Year
"APPLE iPhone 11 (Purple, 128 GB)","₹54,900",4.6,128 GB ROM15.49 cm (6.1 inch) Liquid Retina HD Display12MP + 12MP | 12MP Front CameraA13 Bionic Chip ProcessorBrand Warranty of 1 Year
"APPLE iPhone 12 (Blue, 256 GB)","₹74,999",4.7,"256 GB ROM15.49 cm (6.1 inch) Super Retina XDR Display12MP + 12MP | 12MP Front CameraA14 Bionic Chip with Next Generation Neural Engine ProcessorCeramic ShieldIndustry-leading IP68 Water ResistanceAll Screen OLED Display12MP TrueDepth Front Camera with Night Mode, 4K Dolby Vision HDR RecordingBrand Warranty for 1 Year"
"APPLE iPhone 11 (White, 256 GB)","₹64,900",4.6,256 GB ROM15.49 cm (6.1 inch) Liquid Retina HD Display12MP + 12MP | 12MP Front CameraA13 Bionic Chip ProcessorBrand Warranty of 1 Year
"APPLE iPhone 11 Pro (Silver, 512 GB)","₹1,17,900",4.6,512 GB ROM14.73 cm (5.8 inch) Super Retina XDR Display12MP + 12MP + 12MP | 12MP Front CameraA13 Bionic Chip ProcessorBrand Warranty for 1 Year
"APPLE iPhone 11 (Red, 256 GB)","₹64,900",4.6,256 GB ROM15.49 cm (6.1 inch) Liquid Retina HD Display12MP + 12MP | 12MP Front CameraA13 Bionic Chip ProcessorBrand Warranty of 1 Year
"APPLE iPhone 11 Pro (Gold, 512 GB)","₹1,17,900",4.6,512 GB ROM14.73 cm (5.8 inch) Super Retina XDR Display12MP + 12MP + 12MP | 12MP Front CameraA13 Bionic Chip ProcessorBrand Warranty for 1 Year
"APPLE iPhone 6s (Rose Gold, 16 GB)","₹31,999",4.5,16 GB ROM11.94 cm (4.7 inch) Retina HD Display12MP Rear Camera | 5MP Front CameraA9 Chip with 64-bit Architecture and M9 Motion Co-processorBrand Warranty of 1 Year
"APPLE iPhone 13 Mini (Blue, 256 GB)","₹79,900",4.7,256 GB ROM13.72 cm (5.4 inch) Super Retina XDR Display12MP + 12MP | 12MP Front CameraA15 Bionic Chip ProcessorBrand Warranty for 1 Year
"APPLE iPhone 13 Mini (Pink, 512 GB)","₹99,900",4.7,512 GB ROM13.72 cm (5.4 inch) Super Retina XDR Display12MP + 12MP | 12MP Front CameraA15 Bionic Chip ProcessorBrand Warranty for 1 Year
"APPLE iPhone 8 Plus (PRODUCT)RED (Red, 256 GB)","₹59,900",4.6,"256 GB ROM13.97 cm (5.5 inch) Retina HD Display12MP + 12MP | 7MP Front CameraA11 Bionic Chip with 64-bit Architecture, Neural Engine, Embedded M11 Motion Coprocessor ProcessorBrand Warranty of 1 Year"
"APPLE iPhone 11 (Yellow, 256 GB)","₹64,900",4.6,256 GB ROM15.49 cm (6.1 inch) Liquid Retina HD Display12MP + 12MP | 12MP Front CameraA13 Bionic Chip ProcessorBrand Warranty of 1 Year
"APPLE iPhone 13 (Starlight, 128 GB)","₹79,900",4.7,128 GB ROM15.49 cm (6.1 inch) Super Retina XDR Display12MP + 12MP | 12MP Front CameraA15 Bionic Chip ProcessorBrand Warranty for 1 Year
"APPLE iPhone 13 (Midnight, 256 GB)","₹89,900",4.7,256 GB ROM15.49 cm (6.1 inch) Super Retina XDR Display12MP + 12MP | 12MP Front CameraA15 Bionic Chip ProcessorBrand Warranty for 1 Year
"APPLE iPhone XR (Blue, 64 GB)","₹47,900",4.6,"64 GB ROM15.49 cm (6.1 inch) Display12MP Rear Camera | 7MP Front CameraA12 Bionic Chip ProcessorWater and Dust Resistant (1 meter for Upto 30 minutes, IP67)Face ID for Secure AuthenticationFast-charge CapableBrand Warranty of 1 Year"
"APPLE iPhone 13 (Pink, 256 GB)","₹89,900",4.7,256 GB ROM15.49 cm (6.1 inch) Super Retina XDR Display12MP + 12MP | 12MP Front CameraA15 Bionic Chip ProcessorBrand Warranty for 1 Year
"Apple iPhone 11 (Yellow, 256 GB) (Includes EarPods, Power Adapter)","₹64,900",4.6,256 GB ROM15.49 cm (6.1 inch) Liquid Retina HD Display12MP + 12MP | 12MP Front CameraA13 Bionic Chip ProcessorBrand Warranty for 1 Year
"APPLE iPhone 11 Pro Max (Gold, 256 GB)","₹1,31,900",4.7,256 GB ROM16.51 cm (6.5 inch) Super Retina XDR Display12MP + 12MP + 12MP | 12MP Front CameraA13 Bionic Chip ProcessorBrand Warranty for 1 Year
"APPLE iPhone 11 (Green, 256 GB)","₹64,900",4.6,256 GB ROM15.49 cm (6.1 inch) Liquid Retina HD Display12MP + 12MP | 12MP Front CameraA13 Bionic Chip ProcessorBrand Warranty of 1 Year
"APPLE iPhone 13 Mini (Pink, 128 GB)","₹69,900",4.7,128 GB ROM13.72 cm (5.4 inch) Super Retina XDR Display12MP + 12MP | 12MP Front CameraA15 Bionic Chip ProcessorBrand Warranty for 1 Year
"Apple iPhone 11 (Purple, 256 GB) (Includes EarPods, Power Adapter)","₹64,900",4.6,256 GB ROM15.49 cm (6.1 inch) Liquid Retina HD Display12MP + 12MP | 12MP Front CameraA13 Bionic Chip ProcessorBrand Warranty for 1 Year
"APPLE iPhone 13 Mini (Blue, 128 GB)","₹69,900",4.7,128 GB ROM13.72 cm (5.4 inch) Super Retina XDR Display12MP + 12MP | 12MP Front CameraA15 Bionic Chip ProcessorBrand Warranty for 1 Year
"APPLE iPhone 12 (Green, 256 GB)","₹74,999",4.7,"256 GB ROM15.49 cm (6.1 inch) Super Retina XDR Display12MP + 12MP | 12MP Front CameraA14 Bionic Chip with Next Generation Neural Engine ProcessorCeramic ShieldIndustry-leading IP68 Water ResistanceAll Screen OLED Display12MP TrueDepth Front Camera with Night Mode, 4K Dolby Vision HDR RecordingBrand Warranty for 1 Year"
"APPLE iPhone 11 Pro (Silver, 256 GB)","₹99,900",4.6,256 GB ROM14.73 cm (5.8 inch) Super Retina XDR Display12MP + 12MP + 12MP | 12MP Front CameraA13 Bionic Chip ProcessorBrand Warranty for 1 Year
"APPLE iPhone 13 Mini ((PRODUCT)RED, 256 GB)","₹79,900",4.7,256 GB ROM13.72 cm (5.4 inch) Super Retina XDR Display12MP + 12MP | 12MP Front CameraA15 Bionic Chip ProcessorBrand Warranty for 1 Year
"APPLE iPhone 13 (Blue, 128 GB)","₹79,900",4.7,128 GB ROM15.49 cm (6.1 inch) Super Retina XDR Display12MP + 12MP | 12MP Front CameraA15 Bionic Chip ProcessorBrand Warranty for 1 Year
"APPLE iPhone 13 Pro Max (Silver, 128 GB)","₹1,29,900",4.8,128 GB ROM17.02 cm (6.7 inch) Super Retina XDR Display12MP + 12MP + 12MP | 12MP Front CameraA15 Bionic Chip ProcessorBrand Warranty for 1 Year
"APPLE iPhone 13 (Pink, 128 GB)","₹79,900",4.7,128 GB ROM15.49 cm (6.1 inch) Super Retina XDR Display12MP + 12MP | 12MP Front CameraA15 Bionic Chip ProcessorBrand Warranty for 1 Year
"APPLE iPhone 13 Pro (Silver, 1 TB)","₹1,69,900",4.8,1 TB ROM15.49 cm (6.1 inch) Super Retina XDR Display12MP + 12MP + 12MP | 12MP Front CameraA15 Bionic Chip ProcessorBrand Warranty for 1 Year
"APPLE iPhone 13 Pro (Gold, 128 GB)","₹1,19,900",4.8,128 GB ROM15.49 cm (6.1 inch) Super Retina XDR Display12MP + 12MP + 12MP | 12MP Front CameraA15 Bionic Chip ProcessorBrand Warranty for 1 Year
"Apple iPhone 11 (White, 256 GB) (Includes EarPods, Power Adapter)","₹64,900",4.6,256 GB ROM15.49 cm (6.1 inch) Liquid Retina HD Display12MP + 12MP | 12MP Front CameraA13 Bionic Chip ProcessorBrand Warranty for 1 Year
"Apple iPhone 11 (Green, 256 GB) (Includes EarPods, Power Adapter)","₹64,900",4.6,256 GB ROM15.49 cm (6.1 inch) Liquid Retina HD Display12MP + 12MP | 12MP Front CameraA13 Bionic Chip ProcessorBrand Warranty for 1 Year
"APPLE iPhone 13 (Blue, 256 GB)","₹89,900",4.7,256 GB ROM15.49 cm (6.1 inch) Super Retina XDR Display12MP + 12MP | 12MP Front CameraA15 Bionic Chip ProcessorBrand Warranty for 1 Year
"APPLE iPhone 13 ((PRODUCT)RED, 128 GB)","₹79,900",4.7,128 GB ROM15.49 cm (6.1 inch) Super Retina XDR Display12MP + 12MP | 12MP Front CameraA15 Bionic Chip ProcessorBrand Warranty for 1 Year
"Apple iPhone 11 (Black, 64 GB) (Includes EarPods, Power Adapter)","₹49,900",4.6,64 GB ROM15.49 cm (6.1 inch) Liquid Retina HD Display12MP + 12MP | 12MP Front CameraA13 Bionic Chip ProcessorBrand Warranty for 1 Year
"APPLE iPhone 11 Pro (Midnight Green, 256 GB)","₹99,900",4.6,256 GB ROM14.73 cm (5.8 inch) Super Retina XDR Display12MP + 12MP + 12MP | 12MP Front CameraA13 Bionic Chip ProcessorBrand Warranty for 1 Year
"APPLE iPhone XS Max (Silver, 512 GB)","₹1,44,900",4.6,512 GB ROM16.51 cm (6.5 inch) Super Retina HD Display12MP + 12MP | 7MP Front CameraA12 Bionic Chip Processor1 Year Limited Warranty for Products and Accessories
"APPLE iPhone 13 Mini (Starlight, 128 GB)","₹69,900",4.7,128 GB ROM13.72 cm (5.4 inch) Super Retina XDR Display12MP + 12MP | 12MP Front CameraA15 Bionic Chip ProcessorBrand Warranty for 1 Year
"APPLE iPhone XS Max (Gold, 256 GB)","₹1,24,900",4.6,256 GB ROM16.51 cm (6.5 inch) Super Retina HD Display12MP + 12MP | 7MP Front CameraA12 Bionic Chip ProcessoriOS 13 Compatible1 Year Limited Warranty for Products and Accessories
"APPLE iPhone 13 Pro (Silver, 256 GB)","₹1,29,900",4.8,256 GB ROM15.49 cm (6.1 inch) Super Retina XDR Display12MP + 12MP + 12MP | 12MP Front CameraA15 Bionic Chip ProcessorBrand Warranty for 1 Year
"APPLE iPhone 11 Pro Max (Midnight Green, 512 GB)","₹1,50,800",4.7,512 GB ROM16.51 cm (6.5 inch) Super Retina XDR Display12MP + 12MP + 12MP | 12MP Front CameraA13 Bionic Chip ProcessorBrand Warranty for 1 Year
"APPLE iPhone 13 ((PRODUCT)RED, 256 GB)","₹89,900",4.7,256 GB ROM15.49 cm (6.1 inch) Super Retina XDR Display12MP + 12MP | 12MP Front CameraA15 Bionic Chip ProcessorBrand Warranty for 1 Year
"APPLE iPhone 7 (Rose Gold, 32 GB)","₹24,999",4.5,32 GB ROM11.94 cm (4.7 inch) Retina HD Display12MP Rear Camera | 7MP Front CameraApple A10 Fusion 64-bit processor and Embedded M10 Motion Co-processoriOS 13 CompatibleBrand Warranty of 1 Year
"APPLE iPhone 13 Mini (Midnight, 512 GB)","₹99,900",4.7,512 GB ROM13.72 cm (5.4 inch) Super Retina XDR Display12MP + 12MP | 12MP Front CameraA15 Bionic Chip ProcessorBrand Warranty for 1 Year
"APPLE iPhone 7 (Gold, 32 GB)","₹24,999",4.5,32 GB ROM11.94 cm (4.7 inch) Retina HD Display12MP Rear Camera | 7MP Front CameraApple A10 Fusion 64-bit processor and Embedded M10 Motion Co-processoriOS 13 CompatibleBrand Warranty of 1 Year
"APPLE iPhone 13 Pro (Silver, 512 GB)","₹1,49,900",4.8,512 GB ROM15.49 cm (6.1 inch) Super Retina XDR Display12MP + 12MP + 12MP | 12MP Front CameraA15 Bionic Chip ProcessorBrand Warranty for 1 Year
"APPLE iPhone 11 (Green, 128 GB)","₹54,900",4.6,128 GB ROM15.49 cm (6.1 inch) Liquid Retina HD Display12MP + 12MP | 12MP Front CameraA13 Bionic Chip ProcessorBrand Warranty of 1 Year
"APPLE iPhone 12 (Black, 256 GB)","₹74,999",4.7,"256 GB ROM15.49 cm (6.1 inch) Super Retina XDR Display12MP + 12MP | 12MP Front CameraA14 Bionic Chip with Next Generation Neural Engine ProcessorCeramic ShieldIndustry-leading IP68 Water ResistanceAll Screen OLED Display12MP TrueDepth Front Camera with Night Mode, 4K Dolby Vision HDR RecordingBrand Warranty for 1 Year"
"APPLE iPhone 13 Mini ((PRODUCT)RED, 128 GB)","₹69,900",4.7,128 GB ROM13.72 cm (5.4 inch) Super Retina XDR Display12MP + 12MP | 12MP Front CameraA15 Bionic Chip ProcessorBrand Warranty for 1 Year
"APPLE iPhone 13 (Starlight, 256 GB)","₹89,900",4.7,256 GB ROM15.49 cm (6.1 inch) Super Retina XDR Display12MP + 12MP | 12MP Front CameraA15 Bionic Chip ProcessorBrand Warranty for 1 Year
"APPLE iPhone XS Max (Space Grey, 64 GB)","₹1,09,900",4.6,64 GB ROM16.51 cm (6.5 inch) Super Retina HD Display12MP + 12MP | 7MP Front CameraA12 Bionic Chip ProcessoriOS 13 Compatible1 Year Limited Warranty for Products and Accessories
"APPLE iPhone 11 Pro (Space Grey, 64 GB)","₹79,999",4.6,64 GB ROM14.73 cm (5.8 inch) Super Retina XDR Display12MP + 12MP + 12MP | 12MP Front CameraA13 Bionic Chip ProcessorBrand Warranty for 1 Year
"APPLE iPhone 13 Mini (Blue, 512 GB)","₹99,900",4.7,512 GB ROM13.72 cm (5.4 inch) Super Retina XDR Display12MP + 12MP | 12MP Front CameraA15 Bionic Chip ProcessorBrand Warranty for 1 Year
"APPLE iPhone 6s Plus (Space Grey, 32 GB)","₹34,900",4.4,32 GB ROM13.97 cm (5.5 inch) Retina HD Display12MP Rear Camera | 5MP Front CameraApple A9 64-bit processor and Embedded M9 Motion Co-processorBrand Warranty of 1 Year
"APPLE iPhone 12 (White, 256 GB)","₹74,999",4.7,"256 GB ROM15.49 cm (6.1 inch) Super Retina XDR Display12MP + 12MP | 12MP Front CameraA14 Bionic Chip with Next Generation Neural Engine ProcessorCeramic ShieldIndustry-leading IP68 Water ResistanceAll Screen OLED Display12MP TrueDepth Front Camera with Night Mode, 4K Dolby Vision HDR RecordingBrand Warranty for 1 Year"
"Apple iPhone SE (Black, 64 GB) (Includes EarPods, Power Adapter)","₹29,999",4.5,"64 GB ROM11.94 cm (4.7 inch) Retina HD Display12MP Rear Camera | 7MP Front CameraA13 Bionic Chip with 3rd Gen Neural Engine ProcessorWater and Dust Resistant (1 meter for Upto 30 minutes, IP67)Fast Charge CapableWireless charging (Works with Qi Chargers | Qi Chargers are Sold SeparatelyBrand Warranty for 1 Year"
